"Line#","Date","Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981"
"14309","25-08-08 23:15:00 -0500","ERROR"
"14310","25-08-08 23:20:00 -0500","ERROR"
"14311","25-08-08 23:25:00 -0500","ERROR"
"14312","25-08-08 23:30:00 -0500","ERROR"
"14313","25-08-08 23:35:00 -0500","ERROR"
"14314","25-08-08 23:40:00 -0500","ERROR"
"14315","25-08-08 23:45:00 -0500","ERROR"
"14316","25-08-08 23:50:00 -0500","ERROR"
"14317","25-08-08 23:55:00 -0500","ERROR"
"14318","25-08-09 00:00:00 -0500","ERROR"
"14319","25-08-09 00:05:00 -0500","ERROR"
"14320","25-08-09 00:10:00 -0500","ERROR"
"14321","25-08-09 00:15:00 -0500","ERROR"
"14322","25-08-09 00:20:00 -0500","ERROR"
"14323","25-08-09 00:25:00 -0500","ERROR"
"14324","25-08-09 00:30:00 -0500","ERROR"
"14325","25-08-09 00:35:00 -0500","ERROR"
"14326","25-08-09 00:40:00 -0500","ERROR"
"14327","25-08-09 00:45:00 -0500","ERROR"
"14328","25-08-09 00:50:00 -0500","ERROR"
"14329","25-08-09 00:55:00 -0500","ERROR"
"14330","25-08-09 01:00:00 -0500","ERROR"
"14331","25-08-09 01:05:00 -0500","ERROR"
"14332","25-08-09 01:10:00 -0500","ERROR"
"14333","25-08-09 01:15:00 -0500","ERROR"
"14334","25-08-09 01:20:00 -0500","ERROR"
"14335","25-08-09 01:25:00 -0500","ERROR"
"14336","25-08-09 01:30:00 -0500","ERROR"
"14337","25-08-09 01:35:00 -0500","ERROR"
"14338","25-08-09 01:40:00 -0500","ERROR"
"14339","25-08-09 01:45:00 -0500","ERROR"
"14340","25-08-09 01:50:00 -0500","ERROR"
"14341","25-08-09 01:55:00 -0500","ERROR"
"14342","25-08-09 02:00:00 -0500","ERROR"
"14343","25-08-09 02:05:00 -0500","ERROR"
"14344","25-08-09 02:10:00 -0500","ERROR"
"14345","25-08-09 02:15:00 -0500","ERROR"
"14346","25-08-09 02:20:00 -0500","ERROR"
"14347","25-08-09 02:25:00 -0500","ERROR"
"14348","25-08-09 02:30:00 -0500","ERROR"
"14349","25-08-09 02:35:00 -0500","ERROR"
"14350","25-08-09 02:40:00 -0500","ERROR"
"14351","25-08-09 02:45:00 -0500","ERROR"
"14352","25-08-09 02:50:00 -0500","ERROR"
"14353","25-08-09 02:55:00 -0500","ERROR"
"14354","25-08-09 03:00:00 -0500","ERROR"
"14355","25-08-09 03:05:00 -0500","ERROR"
"14356","25-08-09 03:10:00 -0500","ERROR"
"14357","25-08-09 03:15:00 -0500","ERROR"
"14358","25-08-09 03:20:00 -0500","ERROR"
"14359","25-08-09 03:25:00 -0500","ERROR"
"14360","25-08-09 03:30:00 -0500","ERROR"
"14361","25-08-09 03:35:00 -0500","ERROR"
"14362","25-08-09 03:40:00 -0500","ERROR"
"14363","25-08-09 03:45:00 -0500","ERROR"
"14364","25-08-09 03:50:00 -0500","ERROR"
"14365","25-08-09 03:55:00 -0500","ERROR"
"14366","25-08-09 04:00:00 -0500","ERROR"
"14367","25-08-09 04:05:00 -0500","ERROR"
"14368","25-08-09 04:10:00 -0500","ERROR"
"14369","25-08-09 04:15:00 -0500","ERROR"
"14370","25-08-09 04:20:00 -0500","ERROR"
"14371","25-08-09 04:25:00 -0500","ERROR"
"14372","25-08-09 04:30:00 -0500","ERROR"
"14373","25-08-09 04:35:00 -0500","ERROR"
"14374","25-08-09 04:40:00 -0500","ERROR"
"14375","25-08-09 04:45:00 -0500","ERROR"
"14376","25-08-09 04:50:00 -0500","ERROR"
"14377","25-08-09 04:55:00 -0500","ERROR"
"14378","25-08-09 05:00:00 -0500","ERROR"
"14379","25-08-09 05:05:00 -0500","ERROR"
"14380","25-08-09 05:10:00 -0500","ERROR"
"14381","25-08-09 05:15:00 -0500","ERROR"
"14382","25-08-09 05:20:00 -0500","ERROR"
"14383","25-08-09 05:25:00 -0500","ERROR"
"14384","25-08-09 05:30:00 -0500","ERROR"
"14385","25-08-09 05:35:00 -0500","ERROR"
"14386","25-08-09 05:40:00 -0500","ERROR"
"14387","25-08-09 05:45:00 -0500","ERROR"
"14388","25-08-09 05:50:00 -0500","ERROR"
"14389","25-08-09 05:55:00 -0500","ERROR"
"14390","25-08-09 06:00:00 -0500","ERROR"
"14391","25-08-09 06:05:00 -0500","ERROR"
"14392","25-08-09 06:10:00 -0500","ERROR"
"14393","25-08-09 06:15:00 -0500","ERROR"
"14394","25-08-09 06:20:00 -0500","ERROR"
"14395","25-08-09 06:25:00 -0500","ERROR"
"14396","25-08-09 06:30:00 -0500","ERROR"
"14397","25-08-09 06:35:00 -0500","ERROR"
"14398","25-08-09 06:40:00 -0500","ERROR"
"14399","25-08-09 06:45:00 -0500","ERROR"
"14400","25-08-09 06:50:00 -0500","ERROR"
"14401","25-08-09 06:55:00 -0500","ERROR"
"14402","25-08-09 07:00:00 -0500","ERROR"
"14403","25-08-09 07:05:00 -0500","ERROR"
"14404","25-08-09 07:10:00 -0500","ERROR"
"14405","25-08-09 07:15:00 -0500","ERROR"
"14406","25-08-09 07:20:00 -0500","ERROR"
"14407","25-08-09 07:25:00 -0500","ERROR"
"14408","25-08-09 07:30:00 -0500","ERROR"
"14409","25-08-09 07:35:00 -0500","ERROR"
"14410","25-08-09 07:40:00 -0500","ERROR"
"14411","25-08-09 07:45:00 -0500","ERROR"
"14412","25-08-09 07:50:00 -0500","ERROR"
"14413","25-08-09 07:55:00 -0500","ERROR"
"14414","25-08-09 08:00:00 -0500","ERROR"
"14415","25-08-09 08:05:00 -0500","ERROR"
"14416","25-08-09 08:10:00 -0500","ERROR"
"14417","25-08-09 08:15:00 -0500","ERROR"
"14418","25-08-09 08:20:00 -0500","ERROR"
"14419","25-08-09 08:25:00 -0500","ERROR"
"14420","25-08-09 08:30:00 -0500","ERROR"
"14421","25-08-09 08:35:00 -0500","ERROR"
"14422","25-08-09 08:40:00 -0500","ERROR"
"14423","25-08-09 08:45:00 -0500","ERROR"
"14424","25-08-09 08:50:00 -0500","ERROR"
"14425","25-08-09 08:55:00 -0500","ERROR"
"14426","25-08-09 09:00:00 -0500","ERROR"
"14427","25-08-09 09:05:00 -0500","ERROR"
"14428","25-08-09 09:10:00 -0500","ERROR"
"14429","25-08-09 09:15:00 -0500","ERROR"
"14430","25-08-09 09:20:00 -0500","ERROR"
"14431","25-08-09 09:25:00 -0500","ERROR"
"14432","25-08-09 09:30:00 -0500","ERROR"
"14433","25-08-09 09:35:00 -0500","ERROR"
"14434","25-08-09 09:40:00 -0500","ERROR"
"14435","25-08-09 09:45:00 -0500","ERROR"
"14436","25-08-09 09:50:00 -0500","ERROR"
"14437","25-08-09 09:55:00 -0500","ERROR"
"14438","25-08-09 10:00:00 -0500","ERROR"
"14439","25-08-09 10:05:00 -0500","ERROR"
"14440","25-08-09 10:10:00 -0500","ERROR"
"14441","25-08-09 10:15:00 -0500","ERROR"
"14442","25-08-09 10:20:00 -0500","ERROR"
"14443","25-08-09 10:25:00 -0500","ERROR"
"14444","25-08-09 10:30:00 -0500","ERROR"
"14445","25-08-09 10:35:00 -0500","ERROR"
"14446","25-08-09 10:40:00 -0500","ERROR"
"14447","25-08-09 10:45:00 -0500","ERROR"
"14448","25-08-09 10:50:00 -0500","ERROR"
"14449","25-08-09 10:55:00 -0500","ERROR"
"14450","25-08-09 11:00:00 -0500","ERROR"
"14451","25-08-09 11:05:00 -0500","ERROR"
"14452","25-08-09 11:10:00 -0500","ERROR"
"14453","25-08-09 11:15:00 -0500","ERROR"
"14454","25-08-09 11:20:00 -0500","ERROR"
"14455","25-08-09 11:25:00 -0500","ERROR"
"14456","25-08-09 11:30:00 -0500","ERROR"
"14457","25-08-09 11:35:00 -0500","ERROR"
"14458","25-08-09 11:40:00 -0500","ERROR"
"14459","25-08-09 11:45:00 -0500","ERROR"
"14460","25-08-09 11:50:00 -0500","ERROR"
"14461","25-08-09 11:55:00 -0500","ERROR"
"14462","25-08-09 12:00:00 -0500","ERROR"
"14463","25-08-09 12:05:00 -0500","ERROR"
"14464","25-08-09 12:10:00 -0500","ERROR"
"14465","25-08-09 12:15:00 -0500","ERROR"
"14466","25-08-09 12:20:00 -0500","ERROR"
"14467","25-08-09 12:25:00 -0500","ERROR"
"14468","25-08-09 12:30:00 -0500","ERROR"
"14469","25-08-09 12:35:00 -0500","ERROR"
"14470","25-08-09 12:40:00 -0500","ERROR"
"14471","25-08-09 12:45:00 -0500","ERROR"
"14472","25-08-09 12:50:00 -0500","ERROR"
"14473","25-08-09 12:55:00 -0500","ERROR"
"14474","25-08-09 13:00:00 -0500","ERROR"
"14475","25-08-09 13:05:00 -0500","ERROR"
"14476","25-08-09 13:10:00 -0500","ERROR"
"14477","25-08-09 13:15:00 -0500","ERROR"
"14478","25-08-09 13:20:00 -0500","ERROR"
"14479","25-08-09 13:25:00 -0500","ERROR"
"14480","25-08-09 13:30:00 -0500","ERROR"
"14481","25-08-09 13:35:00 -0500","ERROR"
"14482","25-08-09 13:40:00 -0500","ERROR"
"14483","25-08-09 13:45:00 -0500","ERROR"
"14484","25-08-09 13:50:00 -0500","ERROR"
"14485","25-08-09 13:55:00 -0500","ERROR"
"14486","25-08-09 14:00:00 -0500","ERROR"
"14487","25-08-09 14:05:00 -0500","ERROR"
"14488","25-08-09 14:10:00 -0500","ERROR"
"14489","25-08-09 14:15:00 -0500","ERROR"
"14490","25-08-09 14:20:00 -0500","ERROR"
"14491","25-08-09 14:25:00 -0500","ERROR"
"14492","25-08-09 14:30:00 -0500","ERROR"
"14493","25-08-09 14:35:00 -0500","ERROR"
"14494","25-08-09 14:40:00 -0500","ERROR"
"14495","25-08-09 14:45:00 -0500","ERROR"
"14496","25-08-09 14:50:00 -0500","ERROR"
"14497","25-08-09 14:55:00 -0500","ERROR"
"14498","25-08-09 15:00:00 -0500","ERROR"
"14499","25-08-09 15:05:00 -0500","ERROR"
"14500","25-08-09 15:10:00 -0500","ERROR"
"14501","25-08-09 15:15:00 -0500","ERROR"
"14502","25-08-09 15:20:00 -0500","ERROR"
"14503","25-08-09 15:25:00 -0500","ERROR"
"14504","25-08-09 15:30:00 -0500","ERROR"
"14505","25-08-09 15:35:00 -0500","ERROR"
"14506","25-08-09 15:40:00 -0500","ERROR"
"14507","25-08-09 15:45:00 -0500","ERROR"
"14508","25-08-09 15:50:00 -0500","ERROR"
"14509","25-08-09 15:55:00 -0500","ERROR"
"14510","25-08-09 16:00:00 -0500","ERROR"
"14511","25-08-09 16:05:00 -0500","ERROR"
"14512","25-08-09 16:10:00 -0500","ERROR"
"14513","25-08-09 16:15:00 -0500","ERROR"
"14514","25-08-09 16:20:00 -0500","ERROR"
"14515","25-08-09 16:25:00 -0500","ERROR"
"14516","25-08-09 16:30:00 -0500","ERROR"
"14517","25-08-09 16:35:00 -0500","ERROR"
"14518","25-08-09 16:40:00 -0500","ERROR"
"14519","25-08-09 16:45:00 -0500","ERROR"
"14520","25-08-09 16:50:00 -0500","ERROR"
"14521","25-08-09 16:55:00 -0500","ERROR"
"14522","25-08-09 17:00:00 -0500","ERROR"
"14523","25-08-09 17:05:00 -0500","ERROR"
"14524","25-08-09 17:10:00 -0500","ERROR"
"14525","25-08-09 17:15:00 -0500","ERROR"
"14526","25-08-09 17:20:00 -0500","ERROR"
"14527","25-08-09 17:25:00 -0500","ERROR"
"14528","25-08-09 17:30:00 -0500","ERROR"
"14529","25-08-09 17:35:00 -0500","ERROR"
"14530","25-08-09 17:40:00 -0500","ERROR"
"14531","25-08-09 17:45:00 -0500","ERROR"
"14532","25-08-09 17:50:00 -0500","ERROR"
"14533","25-08-09 17:55:00 -0500","ERROR"
"14534","25-08-09 18:00:00 -0500","ERROR"
"14535","25-08-09 18:05:00 -0500","ERROR"
"14536","25-08-09 18:10:00 -0500","ERROR"
"14537","25-08-09 18:15:00 -0500","ERROR"
"14538","25-08-09 18:20:00 -0500","ERROR"
"14539","25-08-09 18:25:00 -0500","ERROR"
"14540","25-08-09 18:30:00 -0500","ERROR"
"14541","25-08-09 18:35:00 -0500","ERROR"
"14542","25-08-09 18:40:00 -0500","ERROR"
"14543","25-08-09 18:45:00 -0500","ERROR"
"14544","25-08-09 18:50:00 -0500","ERROR"
"14545","25-08-09 18:55:00 -0500","ERROR"
"14546","25-08-09 19:00:00 -0500","ERROR"
"14547","25-08-09 19:05:00 -0500","ERROR"
"14548","25-08-09 19:10:00 -0500","ERROR"
"14549","25-08-09 19:15:00 -0500","ERROR"
"14550","25-08-09 19:20:00 -0500","ERROR"
"14551","25-08-09 19:25:00 -0500","ERROR"
"14552","25-08-09 19:30:00 -0500","ERROR"
"14553","25-08-09 19:35:00 -0500","ERROR"
"14554","25-08-09 19:40:00 -0500","ERROR"
"14555","25-08-09 19:45:00 -0500","ERROR"
"14556","25-08-09 19:50:00 -0500","ERROR"
"14557","25-08-09 19:55:00 -0500","ERROR"
"14558","25-08-09 20:00:00 -0500","ERROR"
"14559","25-08-09 20:05:00 -0500","ERROR"
"14560","25-08-09 20:10:00 -0500","ERROR"
"14561","25-08-09 20:15:00 -0500","ERROR"
"14562","25-08-09 20:20:00 -0500","ERROR"
"14563","25-08-09 20:25:00 -0500","ERROR"
"14564","25-08-09 20:30:00 -0500","ERROR"
"14565","25-08-09 20:35:00 -0500","ERROR"
"14566","25-08-09 20:40:00 -0500","ERROR"
"14567","25-08-09 20:45:00 -0500","ERROR"
"14568","25-08-09 20:50:00 -0500","ERROR"
"14569","25-08-09 20:55:00 -0500","ERROR"
"14570","25-08-09 21:00:00 -0500","ERROR"
"14571","25-08-09 21:05:00 -0500","ERROR"
"14572","25-08-09 21:10:00 -0500","ERROR"
"14573","25-08-09 21:15:00 -0500","ERROR"
"14574","25-08-09 21:20:00 -0500","ERROR"
"14575","25-08-09 21:25:00 -0500","ERROR"
"14576","25-08-09 21:30:00 -0500","ERROR"
"14577","25-08-09 21:35:00 -0500","ERROR"
"14578","25-08-09 21:40:00 -0500","ERROR"
"14579","25-08-09 21:45:00 -0500","ERROR"
"14580","25-08-09 21:50:00 -0500","ERROR"
"14581","25-08-09 21:55:00 -0500","ERROR"
"14582","25-08-09 22:00:00 -0500","ERROR"
"14583","25-08-09 22:05:00 -0500","ERROR"
"14584","25-08-09 22:10:00 -0500","ERROR"
"14585","25-08-09 22:15:00 -0500","ERROR"
"14586","25-08-09 22:20:00 -0500","ERROR"
"14587","25-08-09 22:25:00 -0500","ERROR"
"14588","25-08-09 22:30:00 -0500","ERROR"
"14589","25-08-09 22:35:00 -0500","ERROR"
"14590","25-08-09 22:40:00 -0500","ERROR"
"14591","25-08-09 22:45:00 -0500","ERROR"
"14592","25-08-09 22:50:00 -0500","ERROR"
"14593","25-08-09 22:55:00 -0500","ERROR"
"14594","25-08-09 23:00:00 -0500","ERROR"
"14595","25-08-09 23:05:00 -0500","ERROR"
"14596","25-08-09 23:10:00 -0500","ERROR"
"14597","25-08-09 23:15:00 -0500","ERROR"
"14598","25-08-09 23:20:00 -0500","ERROR"
"14599","25-08-09 23:25:00 -0500","ERROR"
"14600","25-08-09 23:30:00 -0500","ERROR"
"14601","25-08-09 23:35:00 -0500","ERROR"
"14602","25-08-09 23:40:00 -0500","ERROR"
"14603","25-08-09 23:45:00 -0500","ERROR"
"14604","25-08-09 23:50:00 -0500","ERROR"
"14605","25-08-09 23:55:00 -0500","ERROR"
"14606","25-08-10 00:00:00 -0500","ERROR"
"14607","25-08-10 00:05:00 -0500","ERROR"
"14608","25-08-10 00:10:00 -0500","ERROR"
"14609","25-08-10 00:15:00 -0500","ERROR"
"14610","25-08-10 00:20:00 -0500","ERROR"
"14611","25-08-10 00:25:00 -0500","ERROR"
"14612","25-08-10 00:30:00 -0500","ERROR"
"14613","25-08-10 00:35:00 -0500","ERROR"
"14614","25-08-10 00:40:00 -0500","ERROR"
"14615","25-08-10 00:45:00 -0500","ERROR"
"14616","25-08-10 00:50:00 -0500","ERROR"
"14617","25-08-10 00:55:00 -0500","ERROR"
"14618","25-08-10 01:00:00 -0500","ERROR"
"14619","25-08-10 01:05:00 -0500","ERROR"
"14620","25-08-10 01:10:00 -0500","ERROR"
"14621","25-08-10 01:15:00 -0500","ERROR"
"14622","25-08-10 01:20:00 -0500","ERROR"
"14623","25-08-10 01:25:00 -0500","ERROR"
"14624","25-08-10 01:30:00 -0500","ERROR"
"14625","25-08-10 01:35:00 -0500","ERROR"
"14626","25-08-10 01:40:00 -0500","ERROR"
"14627","25-08-10 01:45:00 -0500","ERROR"
"14628","25-08-10 01:50:00 -0500","ERROR"
"14629","25-08-10 01:55:00 -0500","ERROR"
"14630","25-08-10 02:00:00 -0500","ERROR"
"14631","25-08-10 02:05:00 -0500","ERROR"
"14632","25-08-10 02:10:00 -0500","ERROR"
"14633","25-08-10 02:15:00 -0500","ERROR"
"14634","25-08-10 02:20:00 -0500","ERROR"
"14635","25-08-10 02:25:00 -0500","ERROR"
"14636","25-08-10 02:30:00 -0500","ERROR"
"14637","25-08-10 02:35:00 -0500","ERROR"
"14638","25-08-10 02:40:00 -0500","ERROR"
"14639","25-08-10 02:45:00 -0500","ERROR"
"14640","25-08-10 02:50:00 -0500","ERROR"
"14641","25-08-10 02:55:00 -0500","ERROR"
"14642","25-08-10 03:00:00 -0500","ERROR"
"14643","25-08-10 03:05:00 -0500","ERROR"
"14644","25-08-10 03:10:00 -0500","ERROR"
"14645","25-08-10 03:15:00 -0500","ERROR"
"14646","25-08-10 03:20:00 -0500","ERROR"
"14647","25-08-10 03:25:00 -0500","ERROR"
"14648","25-08-10 03:30:00 -0500","ERROR"
"14649","25-08-10 03:35:00 -0500","ERROR"
"14650","25-08-10 03:40:00 -0500","ERROR"
"14651","25-08-10 03:45:00 -0500","ERROR"
"14652","25-08-10 03:50:00 -0500","ERROR"
"14653","25-08-10 03:55:00 -0500","ERROR"
"14654","25-08-10 04:00:00 -0500","ERROR"
"14655","25-08-10 04:05:00 -0500","ERROR"
"14656","25-08-10 04:10:00 -0500","ERROR"
"14657","25-08-10 04:15:00 -0500","ERROR"
"14658","25-08-10 04:20:00 -0500","ERROR"
"14659","25-08-10 04:25:00 -0500","ERROR"
"14660","25-08-10 04:30:00 -0500","ERROR"
"14661","25-08-10 04:35:00 -0500","ERROR"
"14662","25-08-10 04:40:00 -0500","ERROR"
"14663","25-08-10 04:45:00 -0500","ERROR"
"14664","25-08-10 04:50:00 -0500","ERROR"
"14665","25-08-10 04:55:00 -0500","ERROR"
"14666","25-08-10 05:00:00 -0500","ERROR"
"14667","25-08-10 05:05:00 -0500","ERROR"
"14668","25-08-10 05:10:00 -0500","ERROR"
"14669","25-08-10 05:15:00 -0500","ERROR"
"14670","25-08-10 05:20:00 -0500","ERROR"
"14671","25-08-10 05:25:00 -0500","ERROR"
"14672","25-08-10 05:30:00 -0500","ERROR"
"14673","25-08-10 05:35:00 -0500","ERROR"
"14674","25-08-10 05:40:00 -0500","ERROR"
"14675","25-08-10 05:45:00 -0500","ERROR"
"14676","25-08-10 05:50:00 -0500","ERROR"
"14677","25-08-10 05:55:00 -0500","ERROR"
"14678","25-08-10 06:00:00 -0500","ERROR"
"14679","25-08-10 06:05:00 -0500","ERROR"
"14680","25-08-10 06:10:00 -0500","ERROR"
"14681","25-08-10 06:15:00 -0500","ERROR"
"14682","25-08-10 06:20:00 -0500","ERROR"
"14683","25-08-10 06:25:00 -0500","ERROR"
"14684","25-08-10 06:30:00 -0500","ERROR"
"14685","25-08-10 06:35:00 -0500","ERROR"
"14686","25-08-10 06:40:00 -0500","ERROR"
"14687","25-08-10 06:45:00 -0500","ERROR"
"14688","25-08-10 06:50:00 -0500","ERROR"
"14689","25-08-10 06:55:00 -0500","ERROR"
"14690","25-08-10 07:00:00 -0500","ERROR"
"14691","25-08-10 07:05:00 -0500","ERROR"
"14692","25-08-10 07:10:00 -0500","ERROR"
"14693","25-08-10 07:15:00 -0500","ERROR"
"14694","25-08-10 07:20:00 -0500","ERROR"
"14695","25-08-10 07:25:00 -0500","ERROR"
"14696","25-08-10 07:30:00 -0500","ERROR"
"14697","25-08-10 07:35:00 -0500","ERROR"
"14698","25-08-10 07:40:00 -0500","ERROR"
"14699","25-08-10 07:45:00 -0500","ERROR"
"14700","25-08-10 07:50:00 -0500","ERROR"
"14701","25-08-10 07:55:00 -0500","ERROR"
"14702","25-08-10 08:00:00 -0500","ERROR"
"14703","25-08-10 08:05:00 -0500","ERROR"
"14704","25-08-10 08:10:00 -0500","ERROR"
"14705","25-08-10 08:15:00 -0500","ERROR"
"14706","25-08-10 08:20:00 -0500","ERROR"
"14707","25-08-10 08:25:00 -0500","ERROR"
"14708","25-08-10 08:30:00 -0500","ERROR"
"14709","25-08-10 08:35:00 -0500","ERROR"
"14710","25-08-10 08:40:00 -0500","ERROR"
"14711","25-08-10 08:45:00 -0500","ERROR"
"14712","25-08-10 08:50:00 -0500","ERROR"
"14713","25-08-10 08:55:00 -0500","ERROR"
"14714","25-08-10 09:00:00 -0500","ERROR"
"14715","25-08-10 09:05:00 -0500","ERROR"
"14716","25-08-10 09:10:00 -0500","ERROR"
"14717","25-08-10 09:15:00 -0500","ERROR"
"14718","25-08-10 09:20:00 -0500","ERROR"
"14719","25-08-10 09:25:00 -0500","ERROR"
"14720","25-08-10 09:30:00 -0500","ERROR"
"14721","25-08-10 09:35:00 -0500","ERROR"
"14722","25-08-10 09:40:00 -0500","ERROR"
"14723","25-08-10 09:45:00 -0500","ERROR"
"14724","25-08-10 09:50:00 -0500","ERROR"
"14725","25-08-10 09:55:00 -0500","ERROR"
"14726","25-08-10 10:00:00 -0500","ERROR"
"14727","25-08-10 10:05:00 -0500","ERROR"
"14728","25-08-10 10:10:00 -0500","ERROR"
"14729","25-08-10 10:15:00 -0500","ERROR"
"14730","25-08-10 10:20:00 -0500","ERROR"
"14731","25-08-10 10:25:00 -0500","ERROR"
"14732","25-08-10 10:30:00 -0500","ERROR"
"14733","25-08-10 10:35:00 -0500","ERROR"
"14734","25-08-10 10:40:00 -0500","ERROR"
"14735","25-08-10 10:45:00 -0500","ERROR"
"14736","25-08-10 10:50:00 -0500","ERROR"
"14737","25-08-10 10:55:00 -0500","ERROR"
"14738","25-08-10 11:00:00 -0500","ERROR"
"14739","25-08-10 11:05:00 -0500","ERROR"
"14740","25-08-10 11:10:00 -0500","ERROR"
"14741","25-08-10 11:15:00 -0500","ERROR"
"14742","25-08-10 11:20:00 -0500","ERROR"
"14743","25-08-10 11:25:00 -0500","ERROR"
"14744","25-08-10 11:30:00 -0500","ERROR"
"14745","25-08-10 11:35:00 -0500","ERROR"
"14746","25-08-10 11:40:00 -0500","ERROR"
"14747","25-08-10 11:45:00 -0500","ERROR"
"14748","25-08-10 11:50:00 -0500","ERROR"
"14749","25-08-10 11:55:00 -0500","ERROR"
"14750","25-08-10 12:00:00 -0500","ERROR"
"14751","25-08-10 12:05:00 -0500","ERROR"
"14752","25-08-10 12:10:00 -0500","ERROR"
"14753","25-08-10 12:15:00 -0500","ERROR"
"14754","25-08-10 12:20:00 -0500","ERROR"
"14755","25-08-10 12:25:00 -0500","ERROR"
"14756","25-08-10 12:30:00 -0500","ERROR"
"14757","25-08-10 12:35:00 -0500","ERROR"
"14758","25-08-10 12:40:00 -0500","ERROR"
"14759","25-08-10 12:45:00 -0500","ERROR"
"14760","25-08-10 12:50:00 -0500","ERROR"
"14761","25-08-10 12:55:00 -0500","ERROR"
"14762","25-08-10 13:00:00 -0500","ERROR"
"14763","25-08-10 13:05:00 -0500","ERROR"
"14764","25-08-10 13:10:00 -0500","ERROR"
"14765","25-08-10 13:15:00 -0500","ERROR"
"14766","25-08-10 13:20:00 -0500","ERROR"
"14767","25-08-10 13:25:00 -0500","ERROR"
"14768","25-08-10 13:30:00 -0500","ERROR"
"14769","25-08-10 13:35:00 -0500","ERROR"
"14770","25-08-10 13:40:00 -0500","ERROR"
"14771","25-08-10 13:45:00 -0500","ERROR"
"14772","25-08-10 13:50:00 -0500","ERROR"
"14773","25-08-10 13:55:00 -0500","ERROR"
"14774","25-08-10 14:00:00 -0500","ERROR"
"14775","25-08-10 14:05:00 -0500","ERROR"
"14776","25-08-10 14:10:00 -0500","ERROR"
"14777","25-08-10 14:15:00 -0500","ERROR"
"14778","25-08-10 14:20:00 -0500","ERROR"
"14779","25-08-10 14:25:00 -0500","ERROR"
"14780","25-08-10 14:30:00 -0500","ERROR"
"14781","25-08-10 14:35:00 -0500","ERROR"
"14782","25-08-10 14:40:00 -0500","ERROR"
"14783","25-08-10 14:45:00 -0500","ERROR"
"14784","25-08-10 14:50:00 -0500","ERROR"
"14785","25-08-10 14:55:00 -0500","ERROR"
"14786","25-08-10 15:00:00 -0500","ERROR"
"14787","25-08-10 15:05:00 -0500","ERROR"
"14788","25-08-10 15:10:00 -0500","ERROR"
"14789","25-08-10 15:15:00 -0500","ERROR"
"14790","25-08-10 15:20:00 -0500","ERROR"
"14791","25-08-10 15:25:00 -0500","ERROR"
"14792","25-08-10 15:30:00 -0500","ERROR"
"14793","25-08-10 15:35:00 -0500","ERROR"
"14794","25-08-10 15:40:00 -0500","ERROR"
"14795","25-08-10 15:45:00 -0500","ERROR"
"14796","25-08-10 15:50:00 -0500","ERROR"
"14797","25-08-10 15:55:00 -0500","ERROR"
"14798","25-08-10 16:00:00 -0500","ERROR"
"14799","25-08-10 16:05:00 -0500","ERROR"
"14800","25-08-10 16:10:00 -0500","ERROR"
"14801","25-08-10 16:15:00 -0500","ERROR"
"14802","25-08-10 16:20:00 -0500","ERROR"
"14803","25-08-10 16:25:00 -0500","ERROR"
"14804","25-08-10 16:30:00 -0500","ERROR"
"14805","25-08-10 16:35:00 -0500","ERROR"
"14806","25-08-10 16:40:00 -0500","ERROR"
"14807","25-08-10 16:45:00 -0500","ERROR"
"14808","25-08-10 16:50:00 -0500","ERROR"
"14809","25-08-10 16:55:00 -0500","ERROR"
"14810","25-08-10 17:00:00 -0500","ERROR"
"14811","25-08-10 17:05:00 -0500","ERROR"
"14812","25-08-10 17:10:00 -0500","ERROR"
"14813","25-08-10 17:15:00 -0500","ERROR"
"14814","25-08-10 17:20:00 -0500","ERROR"
"14815","25-08-10 17:25:00 -0500","ERROR"
"14816","25-08-10 17:30:00 -0500","ERROR"
"14817","25-08-10 17:35:00 -0500","ERROR"
"14818","25-08-10 17:40:00 -0500","ERROR"
"14819","25-08-10 17:45:00 -0500","ERROR"
"14820","25-08-10 17:50:00 -0500","ERROR"
"14821","25-08-10 17:55:00 -0500","ERROR"
"14822","25-08-10 18:00:00 -0500","ERROR"
"14823","25-08-10 18:05:00 -0500","ERROR"
"14824","25-08-10 18:10:00 -0500","ERROR"
"14825","25-08-10 18:15:00 -0500","ERROR"
"14826","25-08-10 18:20:00 -0500","ERROR"
"14827","25-08-10 18:25:00 -0500","ERROR"
"14828","25-08-10 18:30:00 -0500","ERROR"
"14829","25-08-10 18:35:00 -0500","ERROR"
"14830","25-08-10 18:40:00 -0500","ERROR"
"14831","25-08-10 18:45:00 -0500","ERROR"
"14832","25-08-10 18:50:00 -0500","ERROR"
"14833","25-08-10 18:55:00 -0500","ERROR"
"14834","25-08-10 19:00:00 -0500","ERROR"
"14835","25-08-10 19:05:00 -0500","ERROR"
"14836","25-08-10 19:10:00 -0500","ERROR"
"14837","25-08-10 19:15:00 -0500","ERROR"
"14838","25-08-10 19:20:00 -0500","ERROR"
"14839","25-08-10 19:25:00 -0500","ERROR"
"14840","25-08-10 19:30:00 -0500","ERROR"
"14841","25-08-10 19:35:00 -0500","ERROR"
"14842","25-08-10 19:40:00 -0500","ERROR"
"14843","25-08-10 19:45:00 -0500","ERROR"
"14844","25-08-10 19:50:00 -0500","ERROR"
