"Line#","Date","Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981"
"2028","25-06-27 07:50:00 -0500","182"
"2029","25-06-27 07:55:00 -0500","202"
"2030","25-06-27 08:00:00 -0500","187"
"2031","25-06-27 08:05:00 -0500","212"
"2032","25-06-27 08:10:00 -0500","204"
"2033","25-06-27 08:15:00 -0500","209"
"2034","25-06-27 08:20:00 -0500","204"
"2035","25-06-27 08:25:00 -0500","213"
"2036","25-06-27 08:30:00 -0500","238"
"2037","25-06-27 08:35:00 -0500","236"
"2038","25-06-27 08:40:00 -0500","238"
"2039","25-06-27 08:45:00 -0500","241"
"2040","25-06-27 08:50:00 -0500","266"
"2041","25-06-27 08:55:00 -0500","341"
"2042","25-06-27 09:00:00 -0500","367"
"2043","25-06-27 09:05:00 -0500","381"
"2044","25-06-27 09:10:00 -0500","373"
"2045","25-06-27 09:15:00 -0500","352"
"2046","25-06-27 09:20:00 -0500","438"
"2047","25-06-27 09:25:00 -0500","417"
"2048","25-06-27 09:30:00 -0500","504"
"2049","25-06-27 09:35:00 -0500","433"
"2050","25-06-27 09:40:00 -0500","388"
"2051","25-06-27 09:45:00 -0500","419"
"2052","25-06-27 09:50:00 -0500","384"
"2053","25-06-27 09:55:00 -0500","707"
"2054","25-06-27 10:00:00 -0500","541"
"2055","25-06-27 10:05:00 -0500","576"
"2056","25-06-27 10:10:00 -0500","399"
"2057","25-06-27 10:15:00 -0500","308"
"2058","25-06-27 10:20:00 -0500","412"
"2059","25-06-27 10:25:00 -0500","852"
"2060","25-06-27 10:30:00 -0500","616"
"2061","25-06-27 10:35:00 -0500","474"
"2062","25-06-27 10:40:00 -0500","612"
"2063","25-06-27 10:45:00 -0500","544"
"2064","25-06-27 10:50:00 -0500","1012"
"2065","25-06-27 10:55:00 -0500","359"
"2066","25-06-27 11:00:00 -0500","509"
"2067","25-06-27 11:05:00 -0500","394"
"2068","25-06-27 11:10:00 -0500","558"
"2069","25-06-27 11:15:00 -0500","277"
"2070","25-06-27 11:20:00 -0500","506"
"2071","25-06-27 11:25:00 -0500","638"
"2072","25-06-27 11:30:00 -0500","467"
"2073","25-06-27 11:35:00 -0500","492"
"2074","25-06-27 11:40:00 -0500","376"
"2075","25-06-27 11:45:00 -0500","331"
"2076","25-06-27 11:50:00 -0500","352"
"2077","25-06-27 11:55:00 -0500","527"
"2078","25-06-27 12:00:00 -0500","467"
"2079","25-06-27 12:05:00 -0500","488"
"2080","25-06-27 12:10:00 -0500","324"
"2081","25-06-27 12:15:00 -0500","369"
"2082","25-06-27 12:20:00 -0500","381"
"2083","25-06-27 12:25:00 -0500","343"
"2084","25-06-27 12:30:00 -0500","329"
"2085","25-06-27 12:35:00 -0500","324"
"2086","25-06-27 12:40:00 -0500","401"
"2087","25-06-27 12:45:00 -0500","378"
"2088","25-06-27 12:50:00 -0500","388"
"2089","25-06-27 12:55:00 -0500","396"
"2090","25-06-27 13:00:00 -0500","314"
"2091","25-06-27 13:05:00 -0500","287"
"2092","25-06-27 13:10:00 -0500","288"
"2093","25-06-27 13:15:00 -0500","276"
"2094","25-06-27 13:20:00 -0500","258"
"2095","25-06-27 13:25:00 -0500","267"
"2096","25-06-27 13:30:00 -0500","331"
"2097","25-06-27 13:35:00 -0500","261"
"2098","25-06-27 13:40:00 -0500","203"
"2099","25-06-27 13:45:00 -0500","184"
"2100","25-06-27 13:50:00 -0500","188"
"2101","25-06-27 13:55:00 -0500","223"
"2102","25-06-27 14:00:00 -0500","273"
"2103","25-06-27 14:05:00 -0500","396"
"2104","25-06-27 14:10:00 -0500","196"
"2105","25-06-27 14:15:00 -0500","188"
"2106","25-06-27 14:20:00 -0500","283"
"2107","25-06-27 14:25:00 -0500","304"
"2108","25-06-27 14:30:00 -0500","253"
"2109","25-06-27 14:35:00 -0500","187"
"2110","25-06-27 14:40:00 -0500","167"
"2111","25-06-27 14:45:00 -0500","207"
"2112","25-06-27 14:50:00 -0500","237"
"2113","25-06-27 14:55:00 -0500","518"
"2114","25-06-27 15:00:00 -0500","177"
"2115","25-06-27 15:05:00 -0500","251"
"2116","25-06-27 15:10:00 -0500","166"
"2117","25-06-27 15:15:00 -0500","126"
"2118","25-06-27 15:20:00 -0500","134"
"2119","25-06-27 15:25:00 -0500","124"
"2120","25-06-27 15:30:00 -0500","133"
"2121","25-06-27 15:35:00 -0500","166"
"2122","25-06-27 15:40:00 -0500","152"
"2123","25-06-27 15:45:00 -0500","136"
"2124","25-06-27 15:50:00 -0500","149"
"2125","25-06-27 15:55:00 -0500","128"
"2126","25-06-27 16:00:00 -0500","122"
"2127","25-06-27 16:05:00 -0500","284"
"2128","25-06-27 16:10:00 -0500","134"
"2129","25-06-27 16:15:00 -0500","101"
"2130","25-06-27 16:20:00 -0500","101"
"2131","25-06-27 16:25:00 -0500","89"
"2132","25-06-27 16:30:00 -0500","124"
"2133","25-06-27 16:35:00 -0500","67"
"2134","25-06-27 16:40:00 -0500","46"
"2135","25-06-27 16:45:00 -0500","39"
"2136","25-06-27 16:50:00 -0500","33"
"2137","25-06-27 16:55:00 -0500","31"
"2138","25-06-27 17:00:00 -0500","46"
"2139","25-06-27 17:05:00 -0500","54"
"2140","25-06-27 17:10:00 -0500","37"
"2141","25-06-27 17:15:00 -0500","18"
"2142","25-06-27 17:20:00 -0500","7"
"2143","25-06-27 17:25:00 -0500","4"
"2144","25-06-27 17:30:00 -0500","2"
"2145","25-06-27 17:35:00 -0500","1"
"2146","25-06-27 17:40:00 -0500","1"
"2147","25-06-27 17:45:00 -0500","1"
"2148","25-06-27 17:50:00 -0500","1"
"2149","25-06-27 17:55:00 -0500","1"
"2150","25-06-27 18:00:00 -0500","1"
"2151","25-06-27 18:05:00 -0500","1"
"2152","25-06-27 18:10:00 -0500","1"
"2153","25-06-27 18:15:00 -0500","1"
"2154","25-06-27 18:20:00 -0500","1"
"2155","25-06-27 18:25:00 -0500","1"
"2156","25-06-27 18:30:00 -0500","1"
"2157","25-06-27 18:35:00 -0500","1"
"2158","25-06-27 18:40:00 -0500","1"
"2159","25-06-27 18:45:00 -0500","1"
"2160","25-06-27 18:50:00 -0500","1"
"2161","25-06-27 18:55:00 -0500","1"
"2162","25-06-27 19:00:00 -0500","1"
"2163","25-06-27 19:05:00 -0500","1"
"2164","25-06-27 19:10:00 -0500","1"
"2165","25-06-27 19:15:00 -0500","1"
"2166","25-06-27 19:20:00 -0500","1"
"2167","25-06-27 19:25:00 -0500","1"
"2168","25-06-27 19:30:00 -0500","1"
"2169","25-06-27 19:35:00 -0500","1"
"2170","25-06-27 19:40:00 -0500","1"
"2171","25-06-27 19:45:00 -0500","1"
"2172","25-06-27 19:50:00 -0500","1"
"2173","25-06-27 19:55:00 -0500","1"
"2174","25-06-27 20:00:00 -0500","1"
"2175","25-06-27 20:05:00 -0500","1"
"2176","25-06-27 20:10:00 -0500","1"
"2177","25-06-27 20:15:00 -0500","1"
"2178","25-06-27 20:20:00 -0500","1"
"2179","25-06-27 20:25:00 -0500","1"
"2180","25-06-27 20:30:00 -0500","1"
"2181","25-06-27 20:35:00 -0500","1"
"2182","25-06-27 20:40:00 -0500","1"
"2183","25-06-27 20:45:00 -0500","1"
"2184","25-06-27 20:50:00 -0500","1"
"2185","25-06-27 20:55:00 -0500","1"
"2186","25-06-27 21:00:00 -0500","1"
"2187","25-06-27 21:05:00 -0500","1"
"2188","25-06-27 21:10:00 -0500","1"
"2189","25-06-27 21:15:00 -0500","1"
"2190","25-06-27 21:20:00 -0500","1"
"2191","25-06-27 21:25:00 -0500","1"
"2192","25-06-27 21:30:00 -0500","1"
"2193","25-06-27 21:35:00 -0500","1"
"2194","25-06-27 21:40:00 -0500","1"
"2195","25-06-27 21:45:00 -0500","1"
"2196","25-06-27 21:50:00 -0500","1"
"2197","25-06-27 21:55:00 -0500","1"
"2198","25-06-27 22:00:00 -0500","1"
"2199","25-06-27 22:05:00 -0500","1"
"2200","25-06-27 22:10:00 -0500","1"
"2201","25-06-27 22:15:00 -0500","1"
"2202","25-06-27 22:20:00 -0500","1"
"2203","25-06-27 22:25:00 -0500","1"
"2204","25-06-27 22:30:00 -0500","1"
"2205","25-06-27 22:35:00 -0500","1"
"2206","25-06-27 22:40:00 -0500","1"
"2207","25-06-27 22:45:00 -0500","1"
"2208","25-06-27 22:50:00 -0500","1"
"2209","25-06-27 22:55:00 -0500","1"
"2210","25-06-27 23:00:00 -0500","1"
"2211","25-06-27 23:05:00 -0500","1"
"2212","25-06-27 23:10:00 -0500","1"
"2213","25-06-27 23:15:00 -0500","1"
"2214","25-06-27 23:20:00 -0500","1"
"2215","25-06-27 23:25:00 -0500","1"
"2216","25-06-27 23:30:00 -0500","1"
"2217","25-06-27 23:35:00 -0500","1"
"2218","25-06-27 23:40:00 -0500","1"
"2219","25-06-27 23:45:00 -0500","1"
"2220","25-06-27 23:50:00 -0500","1"
"2221","25-06-27 23:55:00 -0500","1"
"2222","25-06-28 00:00:00 -0500","1"
"2223","25-06-28 00:05:00 -0500","1"
"2224","25-06-28 00:10:00 -0500","1"
"2225","25-06-28 00:15:00 -0500","1"
"2226","25-06-28 00:20:00 -0500","1"
"2227","25-06-28 00:25:00 -0500","1"
"2228","25-06-28 00:30:00 -0500","1"
"2229","25-06-28 00:35:00 -0500","1"
"2230","25-06-28 00:40:00 -0500","1"
"2231","25-06-28 00:45:00 -0500","1"
"2232","25-06-28 00:50:00 -0500","1"
"2233","25-06-28 00:55:00 -0500","1"
"2234","25-06-28 01:00:00 -0500","1"
"2235","25-06-28 01:05:00 -0500","1"
"2236","25-06-28 01:10:00 -0500","1"
"2237","25-06-28 01:15:00 -0500","1"
"2238","25-06-28 01:20:00 -0500","1"
"2239","25-06-28 01:25:00 -0500","1"
"2240","25-06-28 01:30:00 -0500","1"
"2241","25-06-28 01:35:00 -0500","1"
"2242","25-06-28 01:40:00 -0500","1"
"2243","25-06-28 01:45:00 -0500","1"
"2244","25-06-28 01:50:00 -0500","1"
"2245","25-06-28 01:55:00 -0500","1"
"2246","25-06-28 02:00:00 -0500","1"
"2247","25-06-28 02:05:00 -0500","1"
"2248","25-06-28 02:10:00 -0500","1"
"2249","25-06-28 02:15:00 -0500","1"
"2250","25-06-28 02:20:00 -0500","1"
"2251","25-06-28 02:25:00 -0500","1"
"2252","25-06-28 02:30:00 -0500","1"
"2253","25-06-28 02:35:00 -0500","1"
"2254","25-06-28 02:40:00 -0500","1"
"2255","25-06-28 02:45:00 -0500","1"
"2256","25-06-28 02:50:00 -0500","1"
"2257","25-06-28 02:55:00 -0500","1"
"2258","25-06-28 03:00:00 -0500","1"
"2259","25-06-28 03:05:00 -0500","1"
"2260","25-06-28 03:10:00 -0500","1"
"2261","25-06-28 03:15:00 -0500","1"
"2262","25-06-28 03:20:00 -0500","1"
"2263","25-06-28 03:25:00 -0500","1"
"2264","25-06-28 03:30:00 -0500","1"
"2265","25-06-28 03:35:00 -0500","1"
"2266","25-06-28 03:40:00 -0500","1"
"2267","25-06-28 03:45:00 -0500","1"
"2268","25-06-28 03:50:00 -0500","1"
"2269","25-06-28 03:55:00 -0500","1"
"2270","25-06-28 04:00:00 -0500","1"
"2271","25-06-28 04:05:00 -0500","1"
"2272","25-06-28 04:10:00 -0500","1"
"2273","25-06-28 04:15:00 -0500","1"
"2274","25-06-28 04:20:00 -0500","1"
"2275","25-06-28 04:25:00 -0500","1"
"2276","25-06-28 04:30:00 -0500","1"
"2277","25-06-28 04:35:00 -0500","1"
"2278","25-06-28 04:40:00 -0500","1"
"2279","25-06-28 04:45:00 -0500","1"
"2280","25-06-28 04:50:00 -0500","1"
"2281","25-06-28 04:55:00 -0500","1"
"2282","25-06-28 05:00:00 -0500","1"
"2283","25-06-28 05:05:00 -0500","1"
"2284","25-06-28 05:10:00 -0500","1"
"2285","25-06-28 05:15:00 -0500","1"
"2286","25-06-28 05:20:00 -0500","1"
"2287","25-06-28 05:25:00 -0500","1"
"2288","25-06-28 05:30:00 -0500","1"
"2289","25-06-28 05:35:00 -0500","1"
"2290","25-06-28 05:40:00 -0500","1"
"2291","25-06-28 05:45:00 -0500","1"
"2292","25-06-28 05:50:00 -0500","1"
"2293","25-06-28 05:55:00 -0500","1"
"2294","25-06-28 06:00:00 -0500","2"
"2295","25-06-28 06:05:00 -0500","3"
"2296","25-06-28 06:10:00 -0500","4"
"2297","25-06-28 06:15:00 -0500","7"
"2298","25-06-28 06:20:00 -0500","9"
"2299","25-06-28 06:25:00 -0500","12"
"2300","25-06-28 06:30:00 -0500","14"
"2301","25-06-28 06:35:00 -0500","17"
"2302","25-06-28 06:40:00 -0500","43"
"2303","25-06-28 06:45:00 -0500","127"
"2304","25-06-28 06:50:00 -0500","149"
"2305","25-06-28 06:55:00 -0500","163"
"2306","25-06-28 07:00:00 -0500","168"
"2307","25-06-28 07:05:00 -0500","208"
"2308","25-06-28 07:10:00 -0500","238"
"2309","25-06-28 07:15:00 -0500","201"
"2310","25-06-28 07:20:00 -0500","193"
"2311","25-06-28 07:25:00 -0500","101"
"2312","25-06-28 07:30:00 -0500","216"
"2313","25-06-28 07:35:00 -0500","241"
"2314","25-06-28 07:40:00 -0500","294"
"2315","25-06-28 07:45:00 -0500","216"
"2316","25-06-28 07:50:00 -0500","431"
"2317","25-06-28 07:55:00 -0500","244"
"2318","25-06-28 08:00:00 -0500","398"
"2319","25-06-28 08:05:00 -0500","423"
"2320","25-06-28 08:10:00 -0500","392"
"2321","25-06-28 08:15:00 -0500","386"
"2322","25-06-28 08:20:00 -0500","416"
"2323","25-06-28 08:25:00 -0500","424"
"2324","25-06-28 08:30:00 -0500","441"
"2325","25-06-28 08:35:00 -0500","441"
"2326","25-06-28 08:40:00 -0500","497"
"2327","25-06-28 08:45:00 -0500","456"
"2328","25-06-28 08:50:00 -0500","477"
"2329","25-06-28 08:55:00 -0500","501"
"2330","25-06-28 09:00:00 -0500","563"
"2331","25-06-28 09:05:00 -0500","532"
"2332","25-06-28 09:10:00 -0500","544"
"2333","25-06-28 09:15:00 -0500","554"
"2334","25-06-28 09:20:00 -0500","556"
"2335","25-06-28 09:25:00 -0500","573"
"2336","25-06-28 09:30:00 -0500","589"
"2337","25-06-28 09:35:00 -0500","597"
"2338","25-06-28 09:40:00 -0500","618"
"2339","25-06-28 09:45:00 -0500","628"
"2340","25-06-28 09:50:00 -0500","553"
"2341","25-06-28 09:55:00 -0500","694"
"2342","25-06-28 10:00:00 -0500","129"
"2343","25-06-28 10:05:00 -0500","634"
"2344","25-06-28 10:10:00 -0500","719"
"2345","25-06-28 10:15:00 -0500","311"
"2346","25-06-28 10:20:00 -0500","274"
"2347","25-06-28 10:25:00 -0500","209"
"2348","25-06-28 10:30:00 -0500","314"
"2349","25-06-28 10:35:00 -0500","549"
"2350","25-06-28 10:40:00 -0500","689"
"2351","25-06-28 10:45:00 -0500","477"
"2352","25-06-28 10:50:00 -0500","548"
"2353","25-06-28 10:55:00 -0500","294"
"2354","25-06-28 11:00:00 -0500","286"
"2355","25-06-28 11:05:00 -0500","314"
"2356","25-06-28 11:10:00 -0500","264"
"2357","25-06-28 11:15:00 -0500","297"
"2358","25-06-28 11:20:00 -0500","363"
"2359","25-06-28 11:25:00 -0500","423"
"2360","25-06-28 11:30:00 -0500","687"
"2361","25-06-28 11:35:00 -0500","594"
"2362","25-06-28 11:40:00 -0500","316"
"2363","25-06-28 11:45:00 -0500","266"
"2364","25-06-28 11:50:00 -0500","611"
"2365","25-06-28 11:55:00 -0500","237"
"2366","25-06-28 12:00:00 -0500","188"
"2367","25-06-28 12:05:00 -0500","156"
"2368","25-06-28 12:10:00 -0500","146"
"2369","25-06-28 12:15:00 -0500","154"
"2370","25-06-28 12:20:00 -0500","193"
"2371","25-06-28 12:25:00 -0500","326"
"2372","25-06-28 12:30:00 -0500","306"
"2373","25-06-28 12:35:00 -0500","224"
"2374","25-06-28 12:40:00 -0500","282"
"2375","25-06-28 12:45:00 -0500","251"
"2376","25-06-28 12:50:00 -0500","258"
"2377","25-06-28 12:55:00 -0500","236"
"2378","25-06-28 13:00:00 -0500","311"
"2379","25-06-28 13:05:00 -0500","281"
"2380","25-06-28 13:10:00 -0500","208"
"2381","25-06-28 13:15:00 -0500","172"
"2382","25-06-28 13:20:00 -0500","176"
"2383","25-06-28 13:25:00 -0500","189"
"2384","25-06-28 13:30:00 -0500","214"
"2385","25-06-28 13:35:00 -0500","324"
"2386","25-06-28 13:40:00 -0500","334"
"2387","25-06-28 13:45:00 -0500","239"
"2388","25-06-28 13:50:00 -0500","133"
"2389","25-06-28 13:55:00 -0500","126"
"2390","25-06-28 14:00:00 -0500","108"
"2391","25-06-28 14:05:00 -0500","103"
"2392","25-06-28 14:10:00 -0500","94"
"2393","25-06-28 14:15:00 -0500","118"
"2394","25-06-28 14:20:00 -0500","136"
"2395","25-06-28 14:25:00 -0500","206"
"2396","25-06-28 14:30:00 -0500","206"
"2397","25-06-28 14:35:00 -0500","293"
"2398","25-06-28 14:40:00 -0500","276"
"2399","25-06-28 14:45:00 -0500","333"
"2400","25-06-28 14:50:00 -0500","406"
"2401","25-06-28 14:55:00 -0500","391"
"2402","25-06-28 15:00:00 -0500","387"
"2403","25-06-28 15:05:00 -0500","494"
"2404","25-06-28 15:10:00 -0500","457"
"2405","25-06-28 15:15:00 -0500","366"
"2406","25-06-28 15:20:00 -0500","404"
"2407","25-06-28 15:25:00 -0500","257"
"2408","25-06-28 15:30:00 -0500","316"
"2409","25-06-28 15:35:00 -0500","204"
"2410","25-06-28 15:40:00 -0500","228"
"2411","25-06-28 15:45:00 -0500","316"
"2412","25-06-28 15:50:00 -0500","319"
"2413","25-06-28 15:55:00 -0500","289"
"2414","25-06-28 16:00:00 -0500","276"
"2415","25-06-28 16:05:00 -0500","173"
"2416","25-06-28 16:10:00 -0500","179"
"2417","25-06-28 16:15:00 -0500","91"
"2418","25-06-28 16:20:00 -0500","131"
"2419","25-06-28 16:25:00 -0500","128"
"2420","25-06-28 16:30:00 -0500","107"
"2421","25-06-28 16:35:00 -0500","93"
"2422","25-06-28 16:40:00 -0500","57"
"2423","25-06-28 16:45:00 -0500","41"
"2424","25-06-28 16:50:00 -0500","27"
"2425","25-06-28 16:55:00 -0500","22"
"2426","25-06-28 17:00:00 -0500","19"
"2427","25-06-28 17:05:00 -0500","22"
"2428","25-06-28 17:10:00 -0500","18"
"2429","25-06-28 17:15:00 -0500","18"
"2430","25-06-28 17:20:00 -0500","11"
"2431","25-06-28 17:25:00 -0500","6"
"2432","25-06-28 17:30:00 -0500","2"
"2433","25-06-28 17:35:00 -0500","1"
"2434","25-06-28 17:40:00 -0500","1"
"2435","25-06-28 17:45:00 -0500","1"
"2436","25-06-28 17:50:00 -0500","1"
"2437","25-06-28 17:55:00 -0500","1"
"2438","25-06-28 18:00:00 -0500","1"
"2439","25-06-28 18:05:00 -0500","1"
"2440","25-06-28 18:10:00 -0500","1"
"2441","25-06-28 18:15:00 -0500","1"
"2442","25-06-28 18:20:00 -0500","1"
"2443","25-06-28 18:25:00 -0500","1"
"2444","25-06-28 18:30:00 -0500","1"
"2445","25-06-28 18:35:00 -0500","1"
"2446","25-06-28 18:40:00 -0500","1"
"2447","25-06-28 18:45:00 -0500","1"
"2448","25-06-28 18:50:00 -0500","1"
"2449","25-06-28 18:55:00 -0500","1"
"2450","25-06-28 19:00:00 -0500","1"
"2451","25-06-28 19:05:00 -0500","1"
"2452","25-06-28 19:10:00 -0500","1"
"2453","25-06-28 19:15:00 -0500","1"
"2454","25-06-28 19:20:00 -0500","1"
"2455","25-06-28 19:25:00 -0500","1"
"2456","25-06-28 19:30:00 -0500","1"
"2457","25-06-28 19:35:00 -0500","1"
"2458","25-06-28 19:40:00 -0500","1"
"2459","25-06-28 19:45:00 -0500","1"
"2460","25-06-28 19:50:00 -0500","1"
"2461","25-06-28 19:55:00 -0500","1"
"2462","25-06-28 20:00:00 -0500","1"
"2463","25-06-28 20:05:00 -0500","1"
"2464","25-06-28 20:10:00 -0500","1"
"2465","25-06-28 20:15:00 -0500","1"
"2466","25-06-28 20:20:00 -0500","1"
"2467","25-06-28 20:25:00 -0500","1"
"2468","25-06-28 20:30:00 -0500","1"
"2469","25-06-28 20:35:00 -0500","1"
"2470","25-06-28 20:40:00 -0500","1"
"2471","25-06-28 20:45:00 -0500","1"
"2472","25-06-28 20:50:00 -0500","1"
"2473","25-06-28 20:55:00 -0500","1"
"2474","25-06-28 21:00:00 -0500","1"
"2475","25-06-28 21:05:00 -0500","1"
"2476","25-06-28 21:10:00 -0500","1"
"2477","25-06-28 21:15:00 -0500","1"
"2478","25-06-28 21:20:00 -0500","1"
"2479","25-06-28 21:25:00 -0500","1"
"2480","25-06-28 21:30:00 -0500","1"
"2481","25-06-28 21:35:00 -0500","1"
"2482","25-06-28 21:40:00 -0500","1"
"2483","25-06-28 21:45:00 -0500","1"
"2484","25-06-28 21:50:00 -0500","1"
"2485","25-06-28 21:55:00 -0500","1"
"2486","25-06-28 22:00:00 -0500","1"
"2487","25-06-28 22:05:00 -0500","1"
"2488","25-06-28 22:10:00 -0500","1"
"2489","25-06-28 22:15:00 -0500","1"
"2490","25-06-28 22:20:00 -0500","1"
"2491","25-06-28 22:25:00 -0500","1"
"2492","25-06-28 22:30:00 -0500","1"
"2493","25-06-28 22:35:00 -0500","1"
"2494","25-06-28 22:40:00 -0500","1"
"2495","25-06-28 22:45:00 -0500","1"
"2496","25-06-28 22:50:00 -0500","1"
"2497","25-06-28 22:55:00 -0500","1"
"2498","25-06-28 23:00:00 -0500","1"
"2499","25-06-28 23:05:00 -0500","1"
"2500","25-06-28 23:10:00 -0500","1"
"2501","25-06-28 23:15:00 -0500","1"
"2502","25-06-28 23:20:00 -0500","1"
"2503","25-06-28 23:25:00 -0500","1"
"2504","25-06-28 23:30:00 -0500","1"
"2505","25-06-28 23:35:00 -0500","1"
"2506","25-06-28 23:40:00 -0500","1"
"2507","25-06-28 23:45:00 -0500","1"
"2508","25-06-28 23:50:00 -0500","1"
"2509","25-06-28 23:55:00 -0500","1"
"2510","25-06-29 00:00:00 -0500","1"
"2511","25-06-29 00:05:00 -0500","1"
"2512","25-06-29 00:10:00 -0500","1"
"2513","25-06-29 00:15:00 -0500","1"
"2514","25-06-29 00:20:00 -0500","1"
"2515","25-06-29 00:25:00 -0500","1"
"2516","25-06-29 00:30:00 -0500","1"
"2517","25-06-29 00:35:00 -0500","1"
"2518","25-06-29 00:40:00 -0500","1"
"2519","25-06-29 00:45:00 -0500","1"
"2520","25-06-29 00:50:00 -0500","1"
"2521","25-06-29 00:55:00 -0500","1"
"2522","25-06-29 01:00:00 -0500","1"
"2523","25-06-29 01:05:00 -0500","1"
"2524","25-06-29 01:10:00 -0500","1"
"2525","25-06-29 01:15:00 -0500","1"
"2526","25-06-29 01:20:00 -0500","1"
"2527","25-06-29 01:25:00 -0500","1"
"2528","25-06-29 01:30:00 -0500","1"
"2529","25-06-29 01:35:00 -0500","1"
"2530","25-06-29 01:40:00 -0500","1"
"2531","25-06-29 01:45:00 -0500","1"
"2532","25-06-29 01:50:00 -0500","1"
"2533","25-06-29 01:55:00 -0500","1"
"2534","25-06-29 02:00:00 -0500","1"
"2535","25-06-29 02:05:00 -0500","1"
"2536","25-06-29 02:10:00 -0500","1"
"2537","25-06-29 02:15:00 -0500","1"
"2538","25-06-29 02:20:00 -0500","1"
"2539","25-06-29 02:25:00 -0500","1"
"2540","25-06-29 02:30:00 -0500","1"
"2541","25-06-29 02:35:00 -0500","1"
"2542","25-06-29 02:40:00 -0500","1"
"2543","25-06-29 02:45:00 -0500","1"
"2544","25-06-29 02:50:00 -0500","1"
"2545","25-06-29 02:55:00 -0500","1"
"2546","25-06-29 03:00:00 -0500","1"
"2547","25-06-29 03:05:00 -0500","1"
"2548","25-06-29 03:10:00 -0500","1"
"2549","25-06-29 03:15:00 -0500","1"
"2550","25-06-29 03:20:00 -0500","1"
"2551","25-06-29 03:25:00 -0500","1"
"2552","25-06-29 03:30:00 -0500","1"
"2553","25-06-29 03:35:00 -0500","1"
"2554","25-06-29 03:40:00 -0500","1"
"2555","25-06-29 03:45:00 -0500","1"
"2556","25-06-29 03:50:00 -0500","1"
"2557","25-06-29 03:55:00 -0500","1"
"2558","25-06-29 04:00:00 -0500","1"
"2559","25-06-29 04:05:00 -0500","1"
"2560","25-06-29 04:10:00 -0500","1"
"2561","25-06-29 04:15:00 -0500","1"
"2562","25-06-29 04:20:00 -0500","1"
"2563","25-06-29 04:25:00 -0500","1"
"2564","25-06-29 04:30:00 -0500","1"
"2565","25-06-29 04:35:00 -0500","1"
"2566","25-06-29 04:40:00 -0500","1"
"2567","25-06-29 04:45:00 -0500","1"
"2568","25-06-29 04:50:00 -0500","1"
"2569","25-06-29 04:55:00 -0500","1"
"2570","25-06-29 05:00:00 -0500","1"
"2571","25-06-29 05:05:00 -0500","1"
"2572","25-06-29 05:10:00 -0500","1"
"2573","25-06-29 05:15:00 -0500","1"
"2574","25-06-29 05:20:00 -0500","1"
"2575","25-06-29 05:25:00 -0500","1"
"2576","25-06-29 05:30:00 -0500","1"
"2577","25-06-29 05:35:00 -0500","1"
"2578","25-06-29 05:40:00 -0500","1"
"2579","25-06-29 05:45:00 -0500","1"
"2580","25-06-29 05:50:00 -0500","1"
"2581","25-06-29 05:55:00 -0500","1"
"2582","25-06-29 06:00:00 -0500","1"
"2583","25-06-29 06:05:00 -0500","1"
"2584","25-06-29 06:10:00 -0500","3"
"2585","25-06-29 06:15:00 -0500","6"
"2586","25-06-29 06:20:00 -0500","13"
"2587","25-06-29 06:25:00 -0500","21"
"2588","25-06-29 06:30:00 -0500","26"
"2589","25-06-29 06:35:00 -0500","29"
"2590","25-06-29 06:40:00 -0500","47"
"2591","25-06-29 06:45:00 -0500","134"
"2592","25-06-29 06:50:00 -0500","87"
"2593","25-06-29 06:55:00 -0500","46"
"2594","25-06-29 07:00:00 -0500","46"
"2595","25-06-29 07:05:00 -0500","73"
"2596","25-06-29 07:10:00 -0500","48"
"2597","25-06-29 07:15:00 -0500","189"
"2598","25-06-29 07:20:00 -0500","241"
"2599","25-06-29 07:25:00 -0500","257"
"2600","25-06-29 07:30:00 -0500","268"
"2601","25-06-29 07:35:00 -0500","282"
"2602","25-06-29 07:40:00 -0500","283"
"2603","25-06-29 07:45:00 -0500","207"
"2604","25-06-29 07:50:00 -0500","306"
"2605","25-06-29 07:55:00 -0500","333"
"2606","25-06-29 08:00:00 -0500","349"
"2607","25-06-29 08:05:00 -0500","363"
"2608","25-06-29 08:10:00 -0500","377"
"2609","25-06-29 08:15:00 -0500","392"
"2610","25-06-29 08:20:00 -0500","407"
"2611","25-06-29 08:25:00 -0500","419"
